id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,shape_ir2,shape_ir3,shape_reg,tot_baths,tot_sq_ft,sale_cod,sale_cwd,sale_con,sale_conld,sale_conli,sale_conlw,sale_new,sale_oth,sale_wd_,log_sqft,sqft_qual,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker
16,527216070,60,RL,47.0,53504,Pave,HLS,CulDSac,Mod,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1.0,0.0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,1950,Fin,3.0,841.0,TA,TA,Y,503,36,0,0,210,0,unkwn,unkwn,0,6,2010,WD ,538000,1,0,0,5.0,5770.0,0,0,0,0,0,0,0,0,1,8.660427359502146,46160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1808,531363040,20,RL,63.0,7500,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,1,3,1,Gd,5,Typ,0,unkwn,unkwn,1950,unkwn,0.0,0.0,unkwn,unkwn,Y,0,55,0,0,0,0,unkwn,unkwn,0,10,2007,WD ,147000,0,0,1,2.0,2286.0,0,0,0,0,0,0,0,0,1,7.734558844354756,16002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
425,528106070,20,RL,108.0,13173,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572.0,Unf,0.0,80.0,1652.0,GasA,Ex,Y,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,1950,Fin,2.0,840.0,TA,TA,Y,404,102,0,0,0,0,unkwn,unkwn,0,11,2009,WD ,325000,0,0,0,3.0,4144.0,0,0,0,0,0,0,0,0,1,8.329416783939319,37296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1372,904100020,20,RL,82.0,9488,Pave,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1046.0,1046.0,GasA,Gd,N,SBrkr,1054,0,0,1054,0.0,0.0,1,0,3,1,TA,6,Typ,0,unkwn,Detchd,1950,Unf,1.0,240.0,TA,TA,Y,0,60,122,0,0,0,unkwn,unkwn,0,9,2008,WD ,124000,0,0,1,1.0,2340.0,0,0,0,0,0,0,0,0,1,7.757906208351747,11700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2495,532378070,20,RL,69.05520046484602,13526,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935.0,GasA,TA,Y,SBrkr,935,0,0,935,1.0,0.0,1,0,3,1,TA,5,Typ,0,unkwn,Attchd,1950,Unf,1.0,288.0,TA,TA,Y,180,0,0,0,0,0,MnPrv,unkwn,0,11,2006,WD ,137000,0,0,0,2.0,2158.0,0,0,0,0,0,0,0,0,1,7.67693714581808,10790.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,535381040,50,RL,60.0,10410,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,TA,Y,SBrkr,1313,0,1064,2377,0.0,0.0,2,0,3,1,Gd,8,Min2,1,TA,Detchd,1950,Unf,2.0,528.0,TA,TA,Y,0,0,432,0,0,0,unkwn,unkwn,0,6,2009,WD ,142900,0,0,1,2.0,3154.0,0,0,0,0,0,0,0,0,1,8.056426767522984,12616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1301,902201140,20,RM,100.0,12000,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,608.0,172.0,924.0,GasA,Ex,Y,SBrkr,1122,0,0,1122,1.0,0.0,1,0,2,1,Gd,6,Typ,0,unkwn,Attchd,1950,Unf,2.0,528.0,TA,TA,Y,0,36,0,0,0,0,GdWo,unkwn,0,5,2008,WD ,147000,0,0,1,2.0,2574.0,0,0,0,0,0,0,0,0,1,7.853216388156072,12870.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,527404020,20,RL,69.05520046484602,7830,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,1180.0,GasA,TA,Y,SBrkr,1180,0,0,1180,0.0,0.0,1,1,2,1,TA,6,Typ,0,unkwn,Attchd,1950,RFn,2.0,477.0,TA,TA,Y,0,45,0,0,0,0,unkwn,unkwn,0,3,2009,COD,128000,0,0,0,2.0,2837.0,1,0,0,0,0,0,0,0,0,7.950502434808851,14185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2663,902328100,75,RM,65.0,8850,Pave,Bnk,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,815.0,815.0,GasA,Ex,Y,SBrkr,815,875,0,1690,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1950,Unf,1.0,225.0,TA,TA,Y,0,0,330,0,0,0,unkwn,unkwn,0,7,2006,ConLw,144000,0,0,0,1.0,2730.0,0,0,0,0,0,1,0,0,0,7.912056888179006,19110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,528181050,120,RL,41.0,7132,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1950,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,unkwn,unkwn,0,4,2010,WD ,205000,0,0,0,2.0,3224.0,0,0,0,0,0,0,0,0,1,8.07837810362652,25792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
886,908102270,20,RL,75.0,9937,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,1486.0,GasA,Ex,Y,SBrkr,1486,0,0,1486,1.0,0.0,1,0,3,1,TA,7,Typ,0,unkwn,Detchd,1950,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,MnPrv,unkwn,0,3,2009,WD ,167000,0,0,1,2.0,3452.0,0,0,0,0,0,0,0,0,1,8.146709052203319,17260.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,902103170,50,RM,52.0,5720,Pave,Lvl,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,455,0,1131,0.0,0.0,1,1,3,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,200.0,TA,TA,Y,26,0,0,0,0,0,unkwn,unkwn,0,8,2009,WD ,66500,0,0,1,2.0,2007.0,0,0,0,0,0,0,0,0,1,7.604396348796338,10035.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2454,528366040,60,RL,69.05520046484602,12585,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,247.0,GLQ,1039.0,0.0,1286.0,GasA,Ex,Y,SBrkr,1565,1234,0,2799,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1950,Fin,3.0,704.0,TA,TA,Y,432,136,0,0,0,0,unkwn,unkwn,0,10,2006,WD ,315000,0,0,0,4.0,4789.0,0,0,0,0,0,0,0,0,1,8.47407690034261,38312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2106,906380140,60,RL,85.0,11103,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1950,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,7,2007,New,155835,0,0,0,3.0,2624.0,0,0,0,0,0,0,1,0,0,7.8724551500639794,18368.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,527146010,120,RL,57.0,8013,Pave,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,741.0,Unf,0.0,846.0,1587.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1.0,0.0,2,0,2,1,Gd,6,Typ,0,unkwn,Attchd,1950,RFn,2.0,528.0,TA,TA,Y,52,50,0,0,0,0,unkwn,unkwn,0,9,2009,WD ,239500,0,0,0,3.0,3849.0,0,0,0,0,0,0,0,0,1,8.255568653283746,30792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,528120170,20,RL,77.0,10872,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037.0,Unf,0.0,467.0,1504.0,GasA,Ex,Y,SBrkr,1531,0,0,1531,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,1950,Fin,3.0,700.0,TA,TA,Y,184,52,0,0,0,0,unkwn,unkwn,0,2,2009,WD ,300000,0,0,0,3.0,3735.0,0,0,0,0,0,0,0,0,1,8.225503097566918,33615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2270,916455150,20,RL,80.0,11305,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1329.0,Unf,0.0,593.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Ex,Attchd,1950,Fin,3.0,692.0,TA,TA,Y,201,64,0,0,0,0,unkwn,unkwn,0,4,2007,WD ,282000,0,0,1,3.0,4536.0,0,0,0,0,0,0,0,0,1,8.419800845407588,36288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1924,535177020,20,RL,70.0,9100,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1144.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1950,RFn,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,6,2007,WD ,120000,0,0,1,1.0,2624.0,0,0,0,0,0,0,0,0,1,7.8724551500639794,13120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1402,905401045,20,RL,73.0,39104,Pave,Low,CulDSac,Sev,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,Y,SBrkr,1363,0,0,1363,1.0,0.0,1,0,2,1,TA,5,Mod,2,TA,Attchd,1950,Unf,2.0,439.0,TA,TA,Y,81,0,0,0,0,0,unkwn,unkwn,0,4,2008,WD ,241500,0,0,0,2.0,3187.0,0,0,0,0,0,0,0,0,1,8.066835314417336,22309.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,528180110,120,RL,58.0,10110,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,Ex,TA,PConc,Gd,TA,No,GLQ,372.0,Unf,0.0,1486.0,1858.0,GasA,Ex,Y,SBrkr,1866,0,0,1866,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,1950,Fin,3.0,870.0,TA,TA,Y,0,48,0,0,0,0,unkwn,unkwn,0,11,2008,New,336860,0,0,0,3.0,4594.0,0,0,0,0,0,0,1,0,0,8.432506383249043,41346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2696,903456060,30,RM,60.0,9786,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1007.0,1007.0,GasA,Fa,N,SBrkr,1077,0,0,1077,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1950,Unf,1.0,210.0,TA,Fa,P,0,100,48,0,0,0,unkwn,unkwn,0,5,2006,WD ,91000,0,0,1,1.0,2294.0,0,0,0,0,0,0,0,0,1,7.738052297689316,6882.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,533208030,120,FV,30.0,5330,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,unkwn,unkwn,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1550.0,1550.0,GasA,Ex,Y,SBrkr,1550,0,0,1550,0.0,0.0,2,1,2,1,Gd,5,Typ,0,unkwn,Attchd,1950,Fin,2.0,528.0,TA,TA,Y,0,102,0,0,0,0,unkwn,unkwn,0,7,2007,New,207500,1,0,0,3.0,3628.0,0,0,0,0,0,0,1,0,0,8.196436811235028,29024.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1562,911370520,120,RM,44.0,3811,Pave,HLS,Inside,Mod,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,1950,Fin,2.0,482.0,TA,TA,Y,128,53,0,0,155,0,unkwn,unkwn,0,7,2008,WD ,250000,0,0,0,4.0,3722.0,0,0,0,0,0,0,0,0,1,8.222016437202196,26054.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,528228545,120,RL,43.0,3010,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1232.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,0,1248,0.0,0.0,2,0,2,1,Gd,5,Typ,0,unkwn,Attchd,1950,Fin,2.0,438.0,TA,TA,Y,108,0,0,0,0,0,unkwn,unkwn,0,3,2006,New,167240,0,0,1,2.0,2934.0,0,0,0,0,0,0,1,0,0,7.984121958702927,20538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,533208140,120,FV,37.0,3435,Pave,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1211.0,1235.0,GasA,Ex,Y,SBrkr,1245,0,0,1245,0.0,0.0,2,0,1,1,Gd,5,Typ,0,unkwn,Attchd,1950,RFn,2.0,495.0,TA,TA,Y,0,100,0,0,0,0,unkwn,unkwn,0,6,2008,WD ,178000,0,0,0,2.0,2975.0,0,0,0,0,0,0,0,0,1,7.99799931797973,20825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1874,534178010,20,RL,80.0,10800,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,BLQ,617.0,Rec,264.0,171.0,1052.0,GasA,TA,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,TA,6,Typ,0,unkwn,Attchd,1950,Fin,1.0,311.0,TA,TA,Y,0,133,0,0,0,0,unkwn,unkwn,0,2,2007,COD,127000,0,0,1,2.0,2415.0,1,0,0,0,0,0,0,0,0,7.789454566086673,14490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,534129040,20,RL,69.05520046484602,10456,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,0.0,1323.0,1829.0,GasA,Gd,Y,SBrkr,1829,0,0,1829,1.0,0.0,2,0,4,1,TA,8,Typ,0,unkwn,Attchd,1950,RFn,2.0,535.0,TA,TA,Y,0,76,0,0,0,0,unkwn,unkwn,0,5,2010,WD ,218500,0,0,0,3.0,4193.0,0,0,0,0,0,0,0,0,1,8.341171747170762,25158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1207,534277070,20,RL,69.05520046484602,8475,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,952.0,GasA,Ex,Y,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,TA,4,Typ,0,unkwn,Detchd,1950,Unf,1.0,283.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,4,2008,WD ,135750,0,0,0,1.0,2187.0,0,0,0,0,0,0,0,0,1,7.690286020676768,8748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,535152050,20,RL,70.0,8197,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,1480.0,GasA,Ex,Y,SBrkr,1480,0,0,1480,1.0,0.0,2,0,3,1,Gd,7,Typ,0,unkwn,Attchd,1950,RFn,2.0,620.0,TA,TA,Y,252,73,0,0,0,0,MnPrv,Shed,300,2,2010,WD ,214000,0,0,1,3.0,3580.0,0,0,0,0,0,0,0,0,1,8.183118079394745,25060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545,531382070,20,RL,88.0,10994,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,1844.0,GasA,Ex,Y,SBrkr,1844,0,0,1844,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,1950,Fin,2.0,620.0,TA,TA,Y,165,44,0,0,0,0,unkwn,unkwn,0,9,2009,COD,257000,0,0,0,3.0,4308.0,1,0,0,0,0,0,0,0,0,8.36822903827628,34464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1338,903228040,50,RM,50.0,6000,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Ex,Y,SBrkr,825,672,0,1497,0.0,0.0,2,0,3,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,672.0,TA,TA,Y,272,0,0,0,0,0,GdPrv,unkwn,0,5,2008,WD ,157000,0,0,1,2.0,2994.0,0,0,0,0,0,0,0,0,1,8.004365564979574,17964.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,910200020,30,RM,50.0,7288,Pave,Lvl,Inside,Gtl,Artery,Norm,1Fam,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,305.0,Unf,0.0,671.0,976.0,GasA,TA,N,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,215.0,TA,TA,N,160,0,0,0,0,0,unkwn,unkwn,0,8,2006,WD ,102000,0,0,1,2.0,2167.0,0,0,0,0,0,0,0,0,1,7.681099001536359,10835.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,909277100,30,RL,80.0,13360,Pave,HLS,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,876.0,GasA,Ex,Y,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,2.0,432.0,TA,TA,Y,0,0,44,0,0,0,unkwn,unkwn,0,8,2009,WD ,163500,0,0,0,2.0,2272.0,0,0,0,0,0,0,0,0,1,7.7284157798410416,11360.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,907180130,20,RL,78.0,10335,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,unkwn,Attchd,1950,RFn,2.0,577.0,TA,TA,Y,144,29,0,0,0,0,unkwn,unkwn,0,6,2009,WD ,204000,0,0,0,3.0,3568.0,0,0,0,0,0,0,0,0,1,8.1797604936999,24976.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,908275110,20,RL,70.0,11767,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1950,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,5,2009,WD ,103500,0,0,1,1.0,3023.0,0,0,0,0,0,0,0,0,1,8.014004994779459,15115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
