,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,mo_sold,yr_sold,sale_type,saleprice
1122,527301245,20,RL,63.0,12680,Pave,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,Gd,TA,CBlock,Gd,Gd,Mn,GLQ,983.0,Unf,0.0,692.0,1675.0,GasA,Ex,Y,SBrkr,1688,0,0,1688,1.0,0.0,2,0,2,Ex,6,Typ,1,Ex,Attchd,RFn,2.0,528.0,TA,TA,Y,0,48,0,0,141,0,6,2008,WD ,226500
1123,527180040,20,RL,85.0,10176,Pave,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,GasA,Gd,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,2,Gd,5,Typ,1,Po,Attchd,Unf,2.0,506.0,TA,TA,Y,192,0,0,0,0,0,2,2010,WD ,171500
1124,907200170,80,RL,55.0,10780,Pave,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,0.0,428.0,911.0,GasA,Gd,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,TA,6,Typ,0,,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,7,2006,WD ,132500
1125,535454050,90,RL,,8544,Pave,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,TA,6,Typ,0,,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,5,2006,WD ,87500
1126,533234020,60,FV,79.0,10646,Pave,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,TA,TA,PConc,TA,TA,No,GLQ,681.0,Unf,0.0,177.0,858.0,GasA,Ex,Y,SBrkr,872,917,0,1789,1.0,0.0,2,1,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,546.0,TA,TA,Y,0,0,0,0,0,0,6,2008,WD ,223000
1127,535105060,20,RL,80.0,8400,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1319.0,1319.0,GasA,TA,Y,SBrkr,1537,0,0,1537,1.0,0.0,1,1,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,462.0,TA,TA,Y,0,36,0,0,0,0,7,2008,COD,174000
1128,535325450,20,RL,85.0,15428,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,741.0,Unf,0.0,143.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,TA,4,Typ,0,,Attchd,Fin,1.0,270.0,TA,TA,Y,0,0,0,0,195,0,6,2006,WD ,142000
1129,528477030,20,FV,81.0,11216,Pave,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,Ex,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,776.0,TA,TA,Y,0,140,0,0,0,0,6,2006,New,232600
1130,527377030,20,RL,78.0,10140,Pave,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663.0,LwQ,377.0,0.0,1040.0,GasA,Fa,Y,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,Gd,5,Typ,1,Fa,Attchd,RFn,2.0,484.0,TA,TA,Y,265,0,0,0,0,648,1,2006,WD ,181000
1131,923225260,160,RM,42.0,3964,Pave,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1.0,0.0,2,1,5,TA,10,Maj1,1,Gd,Attchd,Fin,2.0,576.0,TA,TA,Y,728,20,0,0,0,0,6,2006,WD ,151400
1132,528112150,20,RL,98.0,11428,Pave,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1626.0,1626.0,GasA,Ex,Y,SBrkr,1634,0,0,1634,0.0,0.0,2,0,3,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,866.0,TA,TA,Y,0,44,0,0,0,0,5,2007,WD ,250000
1133,534152100,60,RL,80.0,10421,Pave,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586.0,980.0,GasA,TA,Y,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,TA,7,Typ,1,TA,Attchd,Unf,2.0,496.0,TA,TA,Y,228,66,156,0,0,0,3,2010,WD ,196500
1134,902330090,75,RM,75.0,13500,Pave,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,819.0,819.0,GasA,TA,Y,FuseA,1312,1142,0,2454,0.0,0.0,2,0,3,TA,8,Typ,1,Gd,Attchd,Unf,2.0,576.0,TA,TA,N,0,148,150,0,0,0,2,2007,WD ,185000
1135,534129380,20,RL,75.0,9000,Pave,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,0.0,261.0,1216.0,GasA,TA,Y,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,TA,5,Typ,0,,Attchd,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,8,2009,WD ,113000
1136,527252070,20,RL,60.0,8089,Pave,HLS,Inside,StoneBr,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,0.0,474.0,1419.0,GasA,Ex,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,567.0,TA,TA,Y,140,0,0,0,0,0,10,2007,New,392000
1137,908103320,90,RL,35.0,9400,Pave,Lvl,CulDSac,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,2.0,2,0,4,TA,4,Typ,0,,,,0.0,0.0,,,Y,0,0,0,0,0,0,10,2006,WD ,127500
1138,533221060,160,FV,24.0,2117,Pave,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,417.0,Unf,0.0,339.0,756.0,GasA,Ex,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,Gd,4,Typ,0,,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,9,2007,WD ,177000
1139,528482030,60,FV,85.0,10625,Pave,Lvl,Inside,Somerst,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,1285,0,2443,0.0,0.0,2,1,4,Gd,9,Min2,1,Gd,BuiltIn,RFn,3.0,744.0,TA,TA,Y,193,127,0,0,0,0,6,2007,WD ,265000
1140,533244040,60,FV,106.0,8413,Pave,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901.0,Unf,0.0,319.0,1220.0,GasA,Ex,Y,SBrkr,1220,1142,0,2362,1.0,0.0,2,1,3,Gd,8,Typ,2,TA,Attchd,RFn,2.0,1105.0,Gd,TA,Y,147,0,36,0,144,0,6,2007,WD ,312500
1141,902401120,75,RM,75.0,13500,Pave,Lvl,Inside,OldTown,Artery,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0.0,0.0,3,1,3,Gd,9,Typ,1,Gd,Detchd,Unf,2.0,880.0,Gd,TA,Y,105,502,0,0,0,0,7,2008,WD ,325000
1142,532478020,20,RL,,15676,Pave,Low,Inside,Veenker,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,92.0,189.0,2014.0,GasA,Gd,Y,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,Gd,6,Maj1,2,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,462,0,0,255,0,0,4,2009,WD ,275000
1143,528358040,60,RL,82.0,9950,Pave,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,638.0,1203.0,GasA,Ex,Y,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,Gd,9,Typ,1,TA,Attchd,RFn,3.0,721.0,TA,TA,Y,224,114,0,0,0,0,6,2007,WD ,290000
1144,532479070,20,RL,39.0,15410,Pave,Lvl,CulDSac,Sawyer,RRNe,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,859.0,223.0,1208.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,TA,7,Typ,2,Fa,Attchd,Fin,2.0,461.0,TA,TA,Y,296,0,186,0,0,0,4,2010,WD ,169000
1145,903235020,30,RM,50.0,6000,Pave,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616,0,0,616,0.0,0.0,1,0,2,TA,4,Typ,0,,Detchd,Unf,1.0,205.0,TA,TA,Y,0,0,129,0,0,0,6,2006,WD ,89000
1146,527166040,60,RL,63.0,8402,Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,789.0,GasA,Gd,Y,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,TA,7,Typ,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,5,2010,WD ,180400
1147,528142130,20,RL,85.0,10655,Pave,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124.0,,479.0,1603.0,3206.0,GasA,Ex,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,880.0,TA,TA,Y,0,0,0,0,0,0,10,2009,WD ,284000
1148,535106140,20,RL,70.0,10150,Pave,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,TA,5,Typ,0,,Attchd,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,7,2007,COD,114500
1149,907410110,20,RL,84.0,10084,Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,Y,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,Gd,7,Typ,0,,Attchd,RFn,3.0,782.0,TA,TA,Y,144,20,0,0,0,0,7,2006,New,212900
1150,907194110,20,RL,67.0,16285,Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413.0,1413.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,Gd,6,Typ,0,,Attchd,RFn,2.0,605.0,TA,TA,Y,0,33,0,0,0,0,6,2009,WD ,187100
1151,533213140,160,FV,34.0,3230,Pave,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,310.0,729.0,GasA,Gd,Y,SBrkr,729,729,0,1458,0.0,0.0,2,1,2,TA,5,Typ,1,Fa,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,6,2007,WD ,176000
1152,909428340,20,RL,,21579,Pave,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,0.0,675.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,TA,7,Typ,2,Gd,Attchd,RFn,2.0,552.0,TA,TA,Y,0,0,216,0,0,0,9,2007,CWD,215000
1153,907412080,60,RL,64.0,8320,Pave,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490.0,Unf,0.0,280.0,770.0,GasA,Ex,Y,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,Gd,6,Typ,0,,Attchd,RFn,2.0,520.0,TA,TA,Y,0,45,0,0,0,0,9,2008,WD ,185900
1154,527405160,20,RL,60.0,6960,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,Gd,5,Typ,0,,Detchd,Unf,2.0,660.0,TA,TA,Y,96,0,0,0,0,0,11,2009,WD ,120500
1155,528231050,60,RL,60.0,21930,Pave,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,732.0,732.0,GasA,Ex,Y,SBrkr,734,1104,0,1838,0.0,0.0,2,1,4,TA,7,Typ,1,Gd,BuiltIn,Fin,2.0,372.0,TA,TA,Y,100,40,0,0,0,0,7,2006,WD ,192140
1156,923277030,20,RL,60.0,6600,Pave,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,3,Gd,5,Typ,1,Ex,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,10,2008,WD ,130500
1157,908225370,50,RL,50.0,8405,Pave,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,TA,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,TA,9,Mod,0,,Detchd,Unf,1.0,240.0,TA,TA,N,92,0,185,0,0,0,4,2009,WD ,98000
1158,906412010,20,RL,91.0,11778,Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,Unf,0.0,186.0,2271.0,GasA,Ex,Y,SBrkr,2276,0,0,2276,1.0,0.0,2,0,3,Ex,7,Typ,2,Gd,Attchd,RFn,3.0,1348.0,Gd,TA,Y,0,0,70,0,255,0,6,2008,WD ,475000
1159,910204090,30,RM,60.0,8967,Pave,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,961.0,961.0,GasA,Gd,Y,Mix,1077,0,0,1077,0.0,0.0,1,0,2,TA,6,Maj2,0,,Detchd,Unf,1.0,338.0,Po,Po,N,0,0,0,0,0,0,11,2007,WD ,67000
1160,528144050,60,RL,86.0,10562,Pave,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,Ex,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,789.0,TA,TA,Y,178,120,0,0,0,0,11,2007,New,325624
1161,914460110,20,RL,44.0,12864,Pave,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1392.0,Unf,0.0,17.0,1409.0,GasA,Ex,Y,SBrkr,1409,0,0,1409,1.0,0.0,1,1,1,Gd,4,Typ,1,Gd,Attchd,RFn,2.0,576.0,TA,TA,Y,0,144,0,0,145,0,7,2007,WD ,245000
1162,531375110,20,RL,66.0,13695,Pave,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,1,3,Gd,6,Typ,0,,Detchd,Unf,2.0,576.0,TA,TA,Y,0,102,0,0,0,0,6,2008,WD ,159000
1163,534204120,20,RL,79.0,10289,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836.0,Unf,0.0,237.0,1073.0,GasA,TA,Y,SBrkr,1073,0,0,1073,1.0,0.0,1,1,3,TA,6,Typ,0,,Attchd,RFn,2.0,515.0,TA,TA,Y,0,0,0,0,0,0,6,2007,WD ,156000
1164,528106020,20,RL,105.0,15431,Pave,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,4,2009,WD ,555000
1165,533251120,20,RL,,11120,Pave,Lvl,CulDSac,Veenker,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,TA,6,Typ,0,,Attchd,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,0,6,2008,WD ,162500
1166,906225180,90,RL,73.0,9069,Pave,Lvl,Inside,SawyerW,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344.0,GasA,Gd,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2,Gd,8,Typ,0,,Attchd,Unf,4.0,920.0,TA,TA,Y,288,0,0,0,0,0,4,2006,WD ,224500
1167,527276040,20,RL,,47280,Pave,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1488.0,1488.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,0.0,0.0,2,1,3,TA,6,Typ,1,TA,Attchd,RFn,2.0,738.0,TA,TA,Y,0,0,180,0,0,0,7,2008,WD ,133000
1168,528250060,60,RL,63.0,7875,Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,7,2006,WD ,180000
1169,923277080,20,RL,60.0,6600,Pave,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,Gd,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,Gd,6,Typ,0,,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,7,2008,WD ,134500
1170,527216050,60,RL,66.0,13682,Pave,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,10,2006,New,438780
1171,535105090,80,RL,101.0,9150,Pave,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,Gd,Y,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,TA,6,Typ,1,Gd,Basment,RFn,1.0,296.0,TA,TA,Y,64,110,0,0,0,0,12,2008,WD ,165000
1172,527455240,20,RL,65.0,7150,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432.0,Unf,0.0,460.0,892.0,GasA,TA,Y,SBrkr,892,0,0,892,0.0,0.0,1,0,3,TA,5,Typ,0,,Attchd,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,7,2009,WD ,100000
1173,535154060,20,RL,,12285,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,TA,5,Typ,2,Gd,Attchd,Unf,2.0,441.0,TA,TA,Y,0,0,203,0,0,0,8,2009,WD ,176000
1174,905200340,20,RL,102.0,17920,Pave,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,TA,Y,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,TA,6,Typ,1,Gd,Attchd,Unf,2.0,454.0,TA,TA,Y,0,418,0,0,312,0,7,2006,WD ,170000
1175,528228290,120,RL,53.0,3684,Pave,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1373.0,1373.0,GasA,Ex,Y,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2,Gd,7,Typ,1,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,143,20,0,0,0,0,6,2009,WD ,174000
1176,903456130,50,RM,62.0,7006,Pave,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,TA,Y,SBrkr,788,448,0,1236,1.0,0.0,2,0,3,TA,6,Typ,1,Gd,Detchd,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,8,2008,WD ,127000
1177,528294060,60,RL,77.0,8390,Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,873,778,0,1651,0.0,0.0,2,1,3,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,450.0,TA,TA,Y,0,103,0,0,0,0,5,2008,WD ,185900
